Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_1_S2-A1_1_9734.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_2_S2-A2_1_9735.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_control_3_S2-A3_1_9736.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_1_S2-A4_1_9737.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_2_S2-A5_1_9738.d	D:\Roger\Heterofiber_project\revision\nemaline_myopathy_bulk\X1768\raw\20240522_TIMS6_EVO4_PRI_DIA_30SPD_X1768_P0008_R1296_troponin_3_S2-A6_1_9739.d
P22105	P22105	TENX_HUMAN	TNXB	Tenascin-X	774.173	2264.63	1397.81	4320.79	8569.25	6722.9
P22234	P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	1186.6	1128.38	1253.01	1378.42	1495.35	2361.71
P22303	P22303	ACES_HUMAN	ACHE	Acetylcholinesterase	177.184		279.987			
P22307	P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	2821.53	4074.61	2004.26	2022.3	4243.46	5766.93
P22314	P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	13632.7	12972.9	11837.2	17569.6	14282.9	16647.3
P22392	P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	18613.8	19353.6	25237.6	7364.76	18965.2	14911.1
P22626	P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	14842.7	19385.5	12900.4	9668	33117.9	38198.9
P22695	P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	90428.6	107237	131390	46048	68006.2	30175.5
P22748	P22748	CAH4_HUMAN	CA4	Carbonic anhydrase 4	955.415		1233.95	4531.02	2062.28	2326.27
P22830	P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	4130.51	3578.32	3103.56		2359.43	3158.14
P23109	P23109	AMPD1_HUMAN	AMPD1	AMP deaminase 1	54193.9	57904.5	63664.1	47279.2	46854.7	42726.7
P23142	P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	828.644		594.88	2911.34	1123.34	3600.61
P23246	P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	3555.93	4597.92	3131.44	2454.83	8112.25	11152.3
P23258	P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	692.326	597.583	513.977		1570.85	
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	3670.11	7400.96	5435.42	6278.28	14971.9	25133.9
P23297	P23297	S10A1_HUMAN	S100A1	Protein S100-A1	100946	131157	120577	12611	50782	26806.8
P23327	P23327	SRCH_HUMAN	HRC	Sarcoplasmic reticulum histidine-rich calcium-binding protein	19392.6	21169.4	19211.1	18336.3	17954.4	12226.4
P23368	P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	7950.95	6263.4	6104.96		2299.08	3661.16
P23381	P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	6536.06	9879.47	5392.59	4876.2	7132.52	3916.26
P23396	P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	4466.19	2092.48	3297.65		4556.08	7575.26
P23443	P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1			929.418			
P23526	P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	7736.16	8781.9	7886.41	11405	8533.78	10321.5
P23528	P23528	COF1_HUMAN	CFL1	Cofilin-1	5902.89	9056.36	7247.72	13035.9	13552.2	14936.8
P23588	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	1621.83	1446.1	1014.43	1751.46	2064.39	1244.65
P23786	P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	7130.15	6560.59	5138.59		7477.07	5599.53
P23946	P23946	CMA1_HUMAN	CMA1	Chymase	3208.88	3051.61	3505.25		3764.05	1897.61
P24043	P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	4285.17	6208.57	3770.7	36666.2	14865.6	21616.4
P24298	P24298	ALAT1_HUMAN	GPT	Alanine aminotransferase 1	13207.2	10274.6	12971.8	3474.07	4758.53	3157.39
P24310	P24310	CX7A1_HUMAN	COX7A1	Cytochrome c oxidase subunit 7A1, mitochondrial	24178.6	24602.1	26975.9	21254.8	20274	9355.64
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	8553.7	9879.99	10260.2	4047.86	7622.3	8327.28
P24539	P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	66572.4	72668.8	77933.2	32806.7	47892.6	19413.1
P24666	P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	4187.43	5066.4	4071.96	8567.04	5812.42	6196.98
P24752	P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	43441.7	49197.3	45535.2	33643.9	33749.5	16230.5
P24844	P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	2099.89	2219.06	1766.57	7784.91	7202.22	3047.77
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	982.6		936.238			1687.14
P25325	P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	2378.78	1291.67	1466.95	3403.52	2212.92	1604.72
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	9276.3	10896.3	10118.7	5495.13	13787.3	13429.5
P25705	P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	376096	355492	348676	231462	227797	134566
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	4851.47	4517.49	4678.68	5018.87	4145.32	4815.51
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	3209.32	5167.83	6291.65	4087.51	8555.51	5647.66
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	5938.13	5245.07	7163.77	8269.63	8602.77	12945.1
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	4091.93	3835.51	3938.5	4235.54	4033.3	3681.59
P26038	P26038	MOES_HUMAN	MSN	Moesin	22530.7	27167.2	19348.4	21718.2	32299.4	34137.7
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	496.879		641.179			1751.78
P26368	P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	538.488					
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	2223.6	1395.55	1995.49	3631.82	4080.38	4734.03
P26440	P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	3485.23	5346.78	5683.93	3987.28	2888.07	3311.43
P26447	P26447	S10A4_HUMAN	S100A4	Protein S100-A4	18734.7	32558.2	19454.9	11593.2	38319.9	50273.6
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	4076.25	4660.56	3339.24	4590.23	6778.11	12270.9
P26640	P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	2335.7		2454.27	2164.59	2919.07	
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	29702.3	38095.5	33462.6	21328.5	32920.9	30809.9
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	699.914	1560.76	642.307			770.034
P27105	P27105	STOM_HUMAN	STOM	Stomatin	2816.91	2208.63	2232.7	7186.93	3860.52	6928.09
P27169	P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	2677.64		2135.22	1333.66	2772.72	7594.7
P27338	P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	5844.26	3711.43	3724.09	4070.96	3091.02	1842.75
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	377.988		443.062		1584.14	1463.58
P27635	P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	1491.82		1528.61		1267.35	2279.22
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease		1084.28	805.345	923.308	2428.71	2062.7
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	15480.1	18123.4	17276.1	22113.8	24099.4	37072.2
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	8948.24	7860.64	7945.78	6070.28	10196.6	12096.4
P27824	P27824	CALX_HUMAN	CANX	Calnexin	8386.65	11753.9	8651.34	13408.7	16337.4	15166.9
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	8130.95	8923.27	7365.72	16210.5	13597.5	15101.5
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	3687.54	5195.08	4244.81	7163.68	7941.78	7489.44
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1942.34	2337.54	1531.5	5759.77	2177.65	3380.3
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	2665.67	2771.31	2582.59	6780.6	4200.82	5116.51
P28161	P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	101549	98017.4	97066.2	83064.7	80297.2	80658.1
P28289	P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	3974.53	4029.26	3423.43	6696.17	4297.56	6793.45
P28331	P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	60295.4	52376.3	58756.3	25911.1	43199.4	17362.3
P28482	P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	12190.6	17359.9	12441	11686.7	21400.4	33572.5
P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	7501.23	11300	7839.21	4975.96	9336.11	9830.3
P28906	P28906	CD34_HUMAN	CD34	Hematopoietic progenitor cell antigen CD34			3159.33		5591.62	5434.8
P28907	P28907	CD38_HUMAN	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	1288.25	2608.65	2588.29		1542.41	
P29144	P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	2749.18	2670.09	2641.43	2655.95	2065.83	2544.1
P29218	P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	6788.16	11573.7	10036.2	6817.02	7402.04	5220.64
P29401	P29401	TKT_HUMAN	TKT	Transketolase	854.102		606.986		1781.4	
P29475	P29475	NOS1_HUMAN	NOS1	Nitric oxide synthase, brain		1559.71	1205.17		813.661	
P29622	P29622	KAIN_HUMAN	SERPINA4	Kallistatin	5505.51	7560.49	7486.23		3661.93	4047.81
P29692	P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	6217.5	7969.12	7185.42	12117.4	8447.11	8793.18
P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate					1272.98	
P29992	P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	431.183	1020.81	787.24		1033.37	
P30038	P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	13221.6	12292.8	7673.49	11851.8	14269.9	5940.33
P30040	P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	1005.97	1652.54	1004.38	3679.9	1866.32	2930.35
P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	180356	203232	164490	175412	137166	139698
P30043	P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	31224.3	33371.3	26982.6	40691.3	39688.5	65042.6
P30044	P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	23577.4	25770.3	18691.2	10156.3	20361.8	16185.6
P30046	P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	21499.6	23968.8	11524	22812.8	18963.8	17598.4
P30048	P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	126981	149114	83068.7	116174	120506	52481.6
P30049	P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	9683.96	10924	12604.6	5571.11	5945.75	2450.11
P30050	P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	7577.85	6447.61	5984.48	3644.24	12368.2	11123.6
P30084	P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	20322.8	24215.1	18788.4	17208.8	18727.5	12971
P30085	P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	3109.18	4307.56	3173.58		4212	3996.36
P30086	P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	137497	165446	142111	38497.7	65211.8	42440.2
P30101	P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	7866.86	8492.28	8889.21	11150	15255.3	11383.5
P30153	P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	20030.7	20529.8	18445.4	14736.9	23338.2	17626.9
P30405	P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	927.872	1208.28	830.466			
P30533	P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	2152.12	3215.75	2169.52	1977.18	2144.72	2052.43
P30566	P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	9275.63	10860.5	13797.2	10097.7	10269.8	6696.49
P30622	P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	1895.36	2572.68	2873.6	2110.72	2605.22	2419.01
P30626	P30626	SORCN_HUMAN	SRI	Sorcin	3560.89	4413.42	3811.91	4922.55	7202.56	8361.85
P30711	P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	13667.8	13997	11971.1	12545.4	10112.4	5994.65
P30740	P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	5878.06	7420.55	9104.78	8221.79	5989.93	5684.87
P30837	P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	6933.84	30786.3	3138.72	5686.77	12895	3924.93
P31040	P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	46479.4	62707.4	64562	18064.6	35156.5	22950.9
P31150	P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	1156.77	2155.33	1483.15		2166	2055.37
P31153	P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	4897.93	3311.8	2897.29	5666.08	4868.93	6658.88
P31415	P31415	CASQ1_HUMAN	CASQ1	Calsequestrin-1	539416	615240	451201	769469	431164	278389
P31930	P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	105854	141183	127658	44322.4	84794.3	32616.2
P31937	P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	25734.7	37074.8	28050.1	9152.87	18956.1	9041.23
P31939	P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	5047.6	7581.31	7699.08	5461.22	8651.1	6135.83
P31942	P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	3662.56	3708.87	3262.74	5910.56	5594.04	5975.37
P31943	P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	9234.21	8729.44	8051.47	11446.6	14574.8	18428.6
P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	4158.69	4039.9	3080.33	4881.86	4956.83	6259.45
P31948	P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	19733.9	14238.2	16830.3	16708.2	15524.6	21230.9
P31949	P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1268.22	1429.35		2237.15	2565.81	2718.13
P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	115986	117617	120836	108350	103401	143695
P32969	P32969	RL9_HUMAN	RPL9P9	60S ribosomal protein L9	4861.39	2778.05	3467.63	4473.16	5014.57	6181.2
P33121	P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	30730.5	34311.7	28192.2	19645.4	31683.5	17754.1
P33176	P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1981.51	896.493		2921.72	1846.03	4645.49
P33316	P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	812.099				621.417	
P34896	P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic		1104.08	1609.54			
P34897	P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1349.88	1524.89	1767.82		1692.76	2245.37
P34913	P34913	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	2945.52	1494.27	1390.95			
P34932	P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	8700.69	6362.31	7388.48	9188.21	8694.11	9084.32
P34949	P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	12385.3	11768.9	11947	7050.9	10537.8	10907.5
P35052	P35052	GPC1_HUMAN	GPC1	Glypican-1	352.015	646.142	441.562	1149.72	1168.68	1344.8
P35080	P35080	PROF2_HUMAN	PFN2	Profilin-2	12767.6	12026.2	20016.1	3473.08	13136.5	12630.3
P35219	P35219	CAH8_HUMAN	CA8	Carbonic anhydrase-related protein	48704.5	39904.2	26102.2	43283	46531.3	71305.2
P35221	P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	1787.5	1152.51	1154.38	986.599	2327.7	2897.55
P35232	P35232	PHB1_HUMAN	PHB1	Prohibitin 1	17861.8	16330.7	15720.8	13923.8	13839	10644
P35237	P35237	SPB6_HUMAN	SERPINB6	Serpin B6	9293.76	11331.6	11356.3	10230.9	9445.26	8662.57
P35241	P35241	RADI_HUMAN	RDX	Radixin	3354.69	4331.44	2475.59	5883.73	3375.57	3574.39
P35244	P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	1514.17	3533.06	3280.87	3164.54	5204.7	4462.16
P35268	P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	3325.88			1374.44		9056.72
P35270	P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	1200.58	1747.89	1052.15			739.212
P35443	P35443	TSP4_HUMAN	THBS4	Thrombospondin-4			1423.98	4873.2	19269.2	29491.9
P35527	P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	1390.17			4198.7		2451.04
P35555	P35555	FBN1_HUMAN	FBN1	Fibrillin-1	8421.94	18478.1	12592.7	45761.5	33777.5	16099.9
P35573	P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	47633	67848.4	64230.4	45825.7	34025.7	26671.6
P35579	P35579	MYH9_HUMAN	MYH9	Myosin-9	15726.8	18426.5	14897.2	26065.3	30123.8	41768.1
P35580	P35580	MYH10_HUMAN	MYH10	Myosin-10		944.806	1218.18	2587.13	4553.61	5850.4
P35609	P35609	ACTN2_HUMAN	ACTN2	Alpha-actinin-2	829931	1.00774e+06	758108	1.09735e+06	1.22524e+06	824848
P35613	P35613	BASI_HUMAN	BSG	Basigin	9764.02	14072.5	9955.44	12855.1	8556.94	6238.24
P35637	P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	2655.64	2273.19	1255.53		1043.15	2774.46
P35749	P35749	MYH11_HUMAN	MYH11	Myosin-11	1732.94	1665.15	932.372	3062.08	7138.19	2208.62
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	3386.6	4686.7	2310.39	7100.23	4803.98	3208.48
P35813	P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	1886.8	3573.61			1755.51	
P35998	P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	1486.72	1599.83	1187.04	3261.92	2329.89	2184.86
P36405	P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3			423.185		1950.79	
P36507	P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	612.457	1175.65	1077.79	1436.28	1437.6	1259.67
P36542	P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	72652.7	66539	67884.9	36446	50355.5	25246.1
P36543	P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1		3182.05	2918.12		2979.61	2622.84
P36578	P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	2198.38	1774.24	2245.5		4156.02	5013.34
P36776	P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	3567.25	3627.24	3559.61	1976.85	3202.94	3030.38
P36871	P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	80681.2	129851	108156	80498.1	65066.7	57618.1
P36955	P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	3573.97	2148.18	2491.35	3003.02	4909.44	7160.47
P36957	P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	19649.4	13476.7	12946	15211.2	14912.2	8117.95
P36959	P36959	GMPR1_HUMAN	GMPR	GMP reductase 1		512.066	843.785			
P36969	P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	2904.35	4231.98	5386.95	4701.21	3924.84	5129.12
P37108	P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	1501.88	1124.56	789.931	1270.73	1089.05	2172.65
P37198	P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62		946.614	1105.8	988.826	1275.59	1585.75
P37802	P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	3124.21	3186.73	1563.62	4257.1	7658.47	7930.97
P37837	P37837	TALDO_HUMAN	TALDO1	Transaldolase	8805.3	11241.4	8873.9	21488.7	13839	16558
P37840	P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	5749.18	3123.46	4252.06		3800.28	8054.71
P38117	P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	22334.6	14224.1	12219.7	14190.7	11506.5	9089.35
P38606	P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	1704.2	2307.32	1653.89	3765.52	3756.7	4326.33
P38646	P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	13428.4	15705	13286.8	15861.4	15069.9	11920.6
P39019	P39019	RS19_HUMAN	RPS19	40S ribosomal protein S19	1096.91	943.515	1109.67		2171.03	1734.49
P39059	P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	7949.74	8113.57	6875.12	33672.2	25149.8	19143
P39656	P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2211.82	1458.52	1978.06	6886.85	4584.06	4713.26
P39687	P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	963.659	1445.96	1162.54	1885.74	2098.13	2940.46
P40123	P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	14897.3	18906.6	17652.7	16272.9	19287.5	16108.9
P40227	P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	3966.75	4816.64	5712.9	4261.07	4251.23	5604.43
P40261	P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase				5957.35	1862.29	6095.27
P40763	P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	1056.88		676.017			1121.25
P40925	P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	254796	217586	238389	136273	143481	105754
P40926	P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	247982	251661	222599	129054	167646	105927
P40939	P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	75244.3	42811.3	60830.4	69794.3	69129	59328.3
P41091	P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	2346.21	2293.48	2903.02	4044.5	4145.73	2628.59
P41236	P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	6694.47	8144.15	8184.04	3883.18	5691.84	
P41250	P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	2108.81	4021.11	3245.66	3063.17	5078.06	4018.27
P41252	P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	1727.28	1207.37	1179.89	2827.37	3393.8	2273.91
P41567	P41567	EIF1_HUMAN	EIF1	Eukaryotic translation initiation factor 1	6436.66	9923.8	8993.4	8283.64	9648.11	9763.91
P42025	P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	803.959	1550.42	799.691		1519.89	2859.82
P42126	P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	34189	36713	26773.3	35553.9	17436.9	13118.4
P42167	P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	1905.78	2072.42	1415.18	7336.6	5388.76	6086.72
P42330	P42330	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	4742.59	1406.27	2921.39	1060.69	2515.25	1850.89
P42677	P42677	RS27_HUMAN	RPS27	40S ribosomal protein S27	9385.97	5870.74	6363.07		2075.24	6914.52
P42704	P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	5727.49	7540.12	7295.27	3981.56	5905.73	4683.18
P42765	P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	21801.3	16603.5	15894.5	24576.9	24298.8	21505.3
P42858	P42858	HD_HUMAN	HTT	Huntingtin		5074.66	2993.55			
P43034	P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	4879.71	5915	5284.01	5436.25	3999.44	4626.73
P43155	P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	43299.9	46170.4	50615.6	18304.4	38377.8	21219.6
P43243	P43243	MATR3_HUMAN	MATR3	Matrin-3	1098.38	1380.23	1221.06		2037.54	2251.34
P43304	P43304	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	3266.65	3157.93	3282.68	4677.73	2733.81	2897.84
P43307	P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	895.167	1356.37	1207.69	2084.13	2807.1	5927.24
P43490	P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	2597.68	3468.41	3232.03	3395.19	3004.83	3477.34
P43652	P43652	AFAM_HUMAN	AFM	Afamin	1467.42	1030.35	1741.47		1427.29	2259.56
P43686	P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	3496.39	3622.23	2726.62	3741.39	4512.69	5436.22
